design,stage,substep,arm,repeat,call,setup_s,hold_s,passes,last_improving_iter,wns_start_ps,wns_end_ps,endpoints,substep_wall_s,result_sha1,loadavg_at_start,recorded_at
mock-alu,floorplan,2_1_floorplan,base-p0069,3,floorplan_setup,27.49,,1300,1056,-1595.866,-1367.762,1121,30.58,9c04717fcac71859d38c,0.92,2026-09-11T22:06:28
mock-alu,floorplan,2_1_floorplan,base-p0070,1,floorplan_setup,18.34,,1300,1056,-1595.866,-1367.762,1121,21.42,9c04717fcac71859d38c,0.86,2026-09-12T05:09:46
mock-alu,floorplan,2_1_floorplan,base-p0070,2,floorplan_setup,18.14,,1300,1056,-1595.866,-1367.762,1121,21.21,9c04717fcac71859d38c,0.98,2026-09-12T05:10:14
mock-alu,floorplan,2_1_floorplan,base-p0070,3,floorplan_setup,18.0,,1300,1056,-1595.866,-1367.762,1121,21.06,9c04717fcac71859d38c,0.85,2026-09-12T05:11:41
mock-alu,floorplan,2_1_floorplan,base-p0071,1,floorplan_setup,18.04,,1300,1056,-1595.866,-1367.762,1121,21.17,9c04717fcac71859d38c,0.94,2026-09-12T07:29:45
mock-alu,floorplan,2_1_floorplan,base-p0071,2,floorplan_setup,17.98,,1300,1056,-1595.866,-1367.762,1121,21.07,9c04717fcac71859d38c,0.91,2026-09-12T07:30:27
mock-alu,floorplan,2_1_floorplan,base-p0071,3,floorplan_setup,18.07,,1300,1056,-1595.866,-1367.762,1121,21.19,9c04717fcac71859d38c,0.94,2026-09-12T07:30:55
mock-alu,floorplan,2_1_floorplan,base-p0072,1,floorplan_setup,18.31,,1300,1056,-1595.866,-1367.762,1121,21.42,9c04717fcac71859d38c,0.89,2026-09-12T09:53:26
mock-alu,floorplan,2_1_floorplan,base-p0072,2,floorplan_setup,18.28,,1300,1056,-1595.866,-1367.762,1121,21.35,9c04717fcac71859d38c,0.79,2026-09-12T09:54:39
mock-alu,floorplan,2_1_floorplan,base-p0072,3,floorplan_setup,17.84,,1300,1056,-1595.866,-1367.762,1121,20.91,9c04717fcac71859d38c,0.85,2026-09-12T09:55:36
mock-alu,floorplan,2_1_floorplan,base-p0073,1,floorplan_setup,17.68,,1300,1056,-1595.866,-1367.762,1121,20.68,9c04717fcac71859d38c,0.96,2026-09-12T12:06:14
mock-alu,floorplan,2_1_floorplan,base-p0073,2,floorplan_setup,18.21,,1300,1056,-1595.866,-1367.762,1121,21.26,9c04717fcac71859d38c,1.00,2026-09-12T12:07:12
mock-alu,floorplan,2_1_floorplan,base-p0073,3,floorplan_setup,18.34,,1300,1056,-1595.866,-1367.762,1121,21.42,9c04717fcac71859d38c,0.87,2026-09-12T12:08:39
mock-alu,floorplan,2_1_floorplan,base-p0074,1,floorplan_setup,17.33,,1300,1056,-1595.866,-1367.762,1121,20.38,9c04717fcac71859d38c,0.79,2026-09-12T14:45:49
mock-alu,floorplan,2_1_floorplan,base-p0074,2,floorplan_setup,17.86,,1300,1056,-1595.866,-1367.762,1121,20.95,9c04717fcac71859d38c,0.99,2026-09-12T14:47:16
mock-alu,floorplan,2_1_floorplan,base-p0074,3,floorplan_setup,18.08,,1300,1056,-1595.866,-1367.762,1121,21.2,9c04717fcac71859d38c,0.91,2026-09-12T14:48:14
mock-alu,floorplan,2_1_floorplan,base-prof,1,floorplan_setup,27.32,,1300,1056,-1595.866,-1367.762,1121,30.39,9c04717fcac71859d38c,0.96,2026-09-11T00:20:37
mock-alu,floorplan,2_1_floorplan,base-prof,2,floorplan_setup,28.13,,1300,1056,-1595.866,-1367.762,1121,31.26,9c04717fcac71859d38c,0.89,2026-09-11T16:04:04
mock-alu,floorplan,2_1_floorplan,base-prof,3,floorplan_setup,27.83,,1300,1056,-1595.866,-1367.762,1121,30.94,9c04717fcac71859d38c,0.78,2026-09-11T16:05:12
mock-alu,full,2_1_floorplan,base-p00670068,1,floorplan_setup,17.93,,1300,1056,-1595.866,-1367.762,1121,21.01,9c04717fcac71859d38c,0.82,2026-09-12T19:46:34
mock-alu,full,4_1_cts,base-p00670068,1,setup_hold,45.64,0.03,1864,1692,-303.996,-272.748,643,57.27,2fbae3cdbcd8570630a3,0.82,2026-09-12T19:46:34
mock-alu,full,5_1_grt,base-p00670068,1,setup_hold,38.64,0.07,1277,1102,-295.652,-291.942,445,74.17,32734d202ba362a0a429,0.82,2026-09-12T19:46:34
mock-alu,full,5_1_grt,base-p00670068,1,post_grt_wns,0.87,,1,0,-292.371,-292.371,138,74.17,32734d202ba362a0a429,0.82,2026-09-12T19:46:34
mock-alu,full,2_1_floorplan,base-p00670068,2,floorplan_setup,17.65,,1300,1056,-1595.866,-1367.762,1121,20.73,9c04717fcac71859d38c,0.83,2026-09-14T02:57:24
mock-alu,full,4_1_cts,base-p00670068,2,setup_hold,45.14,0.03,1864,1692,-303.996,-272.748,643,56.8,2fbae3cdbcd8570630a3,0.83,2026-09-14T02:57:24
mock-alu,full,5_1_grt,base-p00670068,2,setup_hold,38.44,0.07,1277,1102,-295.652,-291.942,445,73.96000000000001,32734d202ba362a0a429,0.83,2026-09-14T02:57:24
mock-alu,full,5_1_grt,base-p00670068,2,post_grt_wns,0.9,,1,0,-292.371,-292.371,138,73.96000000000001,32734d202ba362a0a429,0.83,2026-09-14T02:57:24
mock-alu,full,2_1_floorplan,base-p00670068,3,floorplan_setup,17.9,,1300,1056,-1595.866,-1367.762,1121,20.97,9c04717fcac71859d38c,0.96,2026-09-14T03:04:59
mock-alu,full,4_1_cts,base-p00670068,3,setup_hold,45.57,0.03,1864,1692,-303.996,-272.748,643,57.23,2fbae3cdbcd8570630a3,0.96,2026-09-14T03:04:59
mock-alu,full,5_1_grt,base-p00670068,3,setup_hold,38.67,0.07,1277,1102,-295.652,-291.942,445,74.39,32734d202ba362a0a429,0.96,2026-09-14T03:04:59
mock-alu,full,5_1_grt,base-p00670068,3,post_grt_wns,0.78,,1,0,-292.371,-292.371,138,74.39,32734d202ba362a0a429,0.96,2026-09-14T03:04:59
mock-alu,full,2_1_floorplan,base-p0069,1,floorplan_setup,18.08,,1300,1056,-1595.866,-1367.762,1121,21.16,9c04717fcac71859d38c,0.80,2026-09-13T02:26:55
mock-alu,full,4_1_cts,base-p0069,1,setup_hold,45.5,0.03,1864,1691,-303.996,-272.748,643,57.2,1e82ed3c251a2b602394,0.80,2026-09-13T02:26:55
mock-alu,full,5_1_grt,base-p0069,1,setup_hold,37.89,0.07,1262,1084,-295.651,-291.931,443,72.95,ef5e9faa971cffd012b0,0.80,2026-09-13T02:26:55
mock-alu,full,5_1_grt,base-p0069,1,post_grt_wns,0.85,,1,0,-292.357,-292.357,138,72.95,ef5e9faa971cffd012b0,0.80,2026-09-13T02:26:55
mock-alu,full,2_1_floorplan,base-p0074,1,floorplan_setup,17.8,,1300,1056,-1595.866,-1367.762,1121,20.89,9c04717fcac71859d38c,0.84,2026-09-12T23:08:10
mock-alu,full,4_1_cts,base-p0074,1,setup_hold,55.18,0.03,1200,500,-303.996,-272.748,643,66.63,771b19828ba586ca3b2d,0.84,2026-09-12T23:08:10
mock-alu,full,5_1_grt,base-p0074,1,setup_hold,98.24,0.07,1132,84,-295.462,-291.908,752,133.89,ac58004fceb5354a0fd2,0.84,2026-09-12T23:08:10
mock-alu,full,5_1_grt,base-p0074,1,post_grt_wns,0.83,,1,0,-292.328,-292.328,589,133.89,ac58004fceb5354a0fd2,0.84,2026-09-12T23:08:10
mock-alu,full,2_1_floorplan,base-p0074,2,floorplan_setup,17.92,,1300,1056,-1595.866,-1367.762,1121,20.99,9c04717fcac71859d38c,0.90,2026-09-14T01:05:08
mock-alu,full,4_1_cts,base-p0074,2,setup_hold,54.8,0.03,1200,500,-303.996,-272.748,643,66.38,771b19828ba586ca3b2d,0.90,2026-09-14T01:05:08
mock-alu,full,5_1_grt,base-p0074,2,setup_hold,98.86,0.07,1132,84,-295.462,-291.908,752,133.86,ac58004fceb5354a0fd2,0.90,2026-09-14T01:05:08
mock-alu,full,5_1_grt,base-p0074,2,post_grt_wns,0.83,,1,0,-292.328,-292.328,589,133.86,ac58004fceb5354a0fd2,0.90,2026-09-14T01:05:08
mock-alu,full,2_1_floorplan,base-p0074,3,floorplan_setup,18.09,,1300,1056,-1595.866,-1367.762,1121,21.17,9c04717fcac71859d38c,0.79,2026-09-14T01:13:41
mock-alu,full,4_1_cts,base-p0074,3,setup_hold,55.18,0.03,1200,500,-303.996,-272.748,643,66.83,771b19828ba586ca3b2d,0.79,2026-09-14T01:13:41
mock-alu,full,5_1_grt,base-p0074,3,setup_hold,98.05,0.07,1132,84,-295.462,-291.908,752,133.67,ac58004fceb5354a0fd2,0.79,2026-09-14T01:13:41
mock-alu,full,5_1_grt,base-p0074,3,post_grt_wns,0.84,,1,0,-292.328,-292.328,589,133.67,ac58004fceb5354a0fd2,0.79,2026-09-14T01:13:41
mock-alu,full,2_1_floorplan,base-p0077,1,floorplan_setup,18.19,,1300,1056,-1595.866,-1367.762,1121,21.25,9c04717fcac71859d38c,0.97,2026-09-13T18:40:46
mock-alu,full,4_1_cts,base-p0077,1,setup_hold,47.35,0.03,1867,1639,-303.996,-272.748,643,59.27,05e748c238bb68f46d9c,0.97,2026-09-13T18:40:46
mock-alu,full,5_1_grt,base-p0077,1,setup_hold,39.25,0.08,1255,1101,-295.64,-291.927,446,75.15,78f831032749c502c0aa,0.97,2026-09-13T18:40:46
mock-alu,full,5_1_grt,base-p0077,1,post_grt_wns,0.85,,1,0,-292.348,-292.348,140,75.15,78f831032749c502c0aa,0.97,2026-09-13T18:40:46
mock-alu,full,2_1_floorplan,base-p0077,2,floorplan_setup,17.96,,1300,1056,-1595.866,-1367.762,1121,21.01,9c04717fcac71859d38c,0.81,2026-09-13T23:16:18
mock-alu,full,4_1_cts,base-p0077,2,setup_hold,46.82,0.03,1867,1639,-303.996,-272.748,643,58.68,05e748c238bb68f46d9c,0.81,2026-09-13T23:16:18
mock-alu,full,5_1_grt,base-p0077,2,setup_hold,39.39,0.07,1255,1101,-295.64,-291.927,446,74.93,78f831032749c502c0aa,0.81,2026-09-13T23:16:18
mock-alu,full,5_1_grt,base-p0077,2,post_grt_wns,0.88,,1,0,-292.348,-292.348,140,74.93,78f831032749c502c0aa,0.81,2026-09-13T23:16:18
mock-alu,full,2_1_floorplan,base-p0077,3,floorplan_setup,18.08,,1300,1056,-1595.866,-1367.762,1121,21.18,9c04717fcac71859d38c,0.88,2026-09-13T23:23:43
mock-alu,full,4_1_cts,base-p0077,3,setup_hold,46.8,0.03,1867,1639,-303.996,-272.748,643,58.61,05e748c238bb68f46d9c,0.88,2026-09-13T23:23:43
mock-alu,full,5_1_grt,base-p0077,3,setup_hold,39.24,0.08,1255,1101,-295.64,-291.927,446,74.89,78f831032749c502c0aa,0.88,2026-09-13T23:23:43
mock-alu,full,5_1_grt,base-p0077,3,post_grt_wns,0.85,,1,0,-292.348,-292.348,140,74.89,78f831032749c502c0aa,0.88,2026-09-13T23:23:43
mock-alu,grt,5_1_grt,base,1,setup_hold,89.3,0.07,1400,1214,-297.59,-287.187,342,125.04,75486caa4ea177965096,0.93,2026-09-10T21:23:35
mock-alu,grt,5_1_grt,base,1,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,125.04,75486caa4ea177965096,0.93,2026-09-10T21:23:35
mock-alu,grt,5_1_grt,base-p0067,1,setup_hold,83.64,0.08,1400,1214,-297.59,-287.187,342,118.35,96746f36d5389e0c2d89,0.92,2026-09-11T17:15:06
mock-alu,grt,5_1_grt,base-p0067,1,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,118.35,96746f36d5389e0c2d89,0.92,2026-09-11T17:15:06
mock-alu,grt,5_1_grt,base-p0067,2,setup_hold,83.57,0.08,1400,1214,-297.59,-287.187,342,118.49000000000001,056a6c028a08354f062d,0.80,2026-09-11T17:20:35
mock-alu,grt,5_1_grt,base-p0067,2,post_grt_wns,0.83,,1,0,-290.939,-290.939,137,118.49000000000001,056a6c028a08354f062d,0.80,2026-09-11T17:20:35
mock-alu,grt,5_1_grt,base-p0067,3,setup_hold,84.25,0.08,1400,1214,-297.59,-287.187,342,119.97,96746f36d5389e0c2d89,0.84,2026-09-11T17:25:51
mock-alu,grt,5_1_grt,base-p0067,3,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,119.97,96746f36d5389e0c2d89,0.84,2026-09-11T17:25:51
mock-alu,grt,5_1_grt,base-p00670068,1,setup_hold,82.25,0.08,1400,1214,-297.59,-287.187,342,117.25,056a6c028a08354f062d,0.93,2026-09-14T04:23:46
mock-alu,grt,5_1_grt,base-p00670068,1,post_grt_wns,0.92,,1,0,-290.939,-290.939,137,117.25,056a6c028a08354f062d,0.93,2026-09-14T04:23:46
mock-alu,grt,5_1_grt,base-p00670068,2,setup_hold,81.49,0.08,1400,1214,-297.59,-287.187,342,116.28,056a6c028a08354f062d,0.78,2026-09-14T04:28:58
mock-alu,grt,5_1_grt,base-p00670068,2,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,116.28,056a6c028a08354f062d,0.78,2026-09-14T04:28:58
mock-alu,grt,5_1_grt,base-p00670068,3,setup_hold,82.6,0.08,1400,1214,-297.59,-287.187,342,117.9,056a6c028a08354f062d,1.00,2026-09-14T04:33:56
mock-alu,grt,5_1_grt,base-p00670068,3,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,117.9,056a6c028a08354f062d,1.00,2026-09-14T04:33:56
mock-alu,grt,5_1_grt,base-p006700680069,1,setup_hold,82.68,0.08,1400,1214,-297.59,-287.187,342,117.82,056a6c028a08354f062d,0.95,2026-09-12T00:40:43
mock-alu,grt,5_1_grt,base-p006700680069,1,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,117.82,056a6c028a08354f062d,0.95,2026-09-12T00:40:43
mock-alu,grt,5_1_grt,base-p006700680069,2,setup_hold,82.58,0.08,1400,1214,-297.59,-287.187,342,117.96000000000001,056a6c028a08354f062d,0.90,2026-09-12T00:45:42
mock-alu,grt,5_1_grt,base-p006700680069,2,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,117.96000000000001,056a6c028a08354f062d,0.90,2026-09-12T00:45:42
mock-alu,grt,5_1_grt,base-p006700680069,3,setup_hold,82.9,0.08,1400,1214,-297.59,-287.187,342,118.32,056a6c028a08354f062d,0.79,2026-09-12T00:50:55
mock-alu,grt,5_1_grt,base-p006700680069,3,post_grt_wns,0.88,,1,0,-290.939,-290.939,137,118.32,056a6c028a08354f062d,0.79,2026-09-12T00:50:55
mock-alu,grt,5_1_grt,base-p0068,1,setup_hold,89.16,0.08,1400,1214,-297.59,-287.187,342,124.7,96746f36d5389e0c2d89,0.85,2026-09-11T19:53:50
mock-alu,grt,5_1_grt,base-p0068,1,post_grt_wns,0.91,,1,0,-290.939,-290.939,137,124.7,96746f36d5389e0c2d89,0.85,2026-09-11T19:53:50
mock-alu,grt,5_1_grt,base-p0068,2,setup_hold,89.32,0.08,1400,1214,-297.59,-287.187,342,124.84,056a6c028a08354f062d,0.83,2026-09-11T19:59:25
mock-alu,grt,5_1_grt,base-p0068,2,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,124.84,056a6c028a08354f062d,0.83,2026-09-11T19:59:25
mock-alu,grt,5_1_grt,base-p0068,3,setup_hold,88.74,0.08,1400,1214,-297.59,-287.187,342,124.46,056a6c028a08354f062d,0.88,2026-09-11T20:04:45
mock-alu,grt,5_1_grt,base-p0068,3,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,124.46,056a6c028a08354f062d,0.88,2026-09-11T20:04:45
mock-alu,grt,5_1_grt,base-p0069,1,setup_hold,90.76,0.07,1400,1214,-297.59,-287.187,342,126.77,056a6c028a08354f062d,0.96,2026-09-11T22:17:23
mock-alu,grt,5_1_grt,base-p0069,1,post_grt_wns,0.93,,1,0,-290.939,-290.939,137,126.77,056a6c028a08354f062d,0.96,2026-09-11T22:17:23
mock-alu,grt,5_1_grt,base-p0069,2,setup_hold,88.19,0.07,1400,1214,-297.59,-287.187,342,122.77,056a6c028a08354f062d,0.92,2026-09-11T22:22:27
mock-alu,grt,5_1_grt,base-p0069,2,post_grt_wns,0.91,,1,0,-290.939,-290.939,137,122.77,056a6c028a08354f062d,0.92,2026-09-11T22:22:27
mock-alu,grt,5_1_grt,base-p0069,3,setup_hold,90.89,0.08,1400,1214,-297.59,-287.187,342,126.3,056a6c028a08354f062d,0.89,2026-09-11T22:27:33
mock-alu,grt,5_1_grt,base-p0069,3,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,126.3,056a6c028a08354f062d,0.89,2026-09-11T22:27:33
mock-alu,grt,5_1_grt,base-p0070,1,setup_hold,83.5,0.08,1400,1214,-297.59,-287.187,342,119.12,96746f36d5389e0c2d89,0.90,2026-09-12T05:24:12
mock-alu,grt,5_1_grt,base-p0070,1,post_grt_wns,0.85,,1,0,-290.939,-290.939,137,119.12,96746f36d5389e0c2d89,0.90,2026-09-12T05:24:12
mock-alu,grt,5_1_grt,base-p0070,2,setup_hold,83.9,0.08,1400,1214,-297.59,-287.187,342,119.25,056a6c028a08354f062d,0.87,2026-09-12T05:29:57
mock-alu,grt,5_1_grt,base-p0070,2,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,119.25,056a6c028a08354f062d,0.87,2026-09-12T05:29:57
mock-alu,grt,5_1_grt,base-p0070,3,setup_hold,82.66,0.08,1400,1214,-297.59,-287.187,342,118.19,056a6c028a08354f062d,0.99,2026-09-12T05:34:56
mock-alu,grt,5_1_grt,base-p0070,3,post_grt_wns,0.88,,1,0,-290.939,-290.939,137,118.19,056a6c028a08354f062d,0.99,2026-09-12T05:34:56
mock-alu,grt,5_1_grt,base-p0071,1,setup_hold,83.81,0.08,1400,1236,-297.465,-289.678,337,119.37,b9f4b40a47d33a773970,0.92,2026-09-12T07:40:55
mock-alu,grt,5_1_grt,base-p0071,1,post_grt_wns,0.85,,1,0,-292.756,-292.756,137,119.37,b9f4b40a47d33a773970,0.92,2026-09-12T07:40:55
mock-alu,grt,5_1_grt,base-p0071,2,setup_hold,84.27,0.08,1400,1236,-297.465,-289.678,337,120.18,b9f4b40a47d33a773970,0.87,2026-09-12T07:45:56
mock-alu,grt,5_1_grt,base-p0071,2,post_grt_wns,0.86,,1,0,-292.756,-292.756,137,120.18,b9f4b40a47d33a773970,0.87,2026-09-12T07:45:56
mock-alu,grt,5_1_grt,base-p0071,3,setup_hold,84.14,0.08,1400,1236,-297.465,-289.678,337,120.19,b9f4b40a47d33a773970,0.95,2026-09-12T07:50:56
mock-alu,grt,5_1_grt,base-p0071,3,post_grt_wns,0.82,,1,0,-292.756,-292.756,137,120.19,b9f4b40a47d33a773970,0.95,2026-09-12T07:50:56
mock-alu,grt,5_1_grt,base-p0072,1,setup_hold,83.48,0.08,1400,1214,-297.59,-287.187,342,118.95,056a6c028a08354f062d,0.80,2026-09-12T10:07:22
mock-alu,grt,5_1_grt,base-p0072,1,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,118.95,056a6c028a08354f062d,0.80,2026-09-12T10:07:22
mock-alu,grt,5_1_grt,base-p0072,2,setup_hold,83.24,0.08,1400,1214,-297.59,-287.187,342,118.50999999999999,056a6c028a08354f062d,0.81,2026-09-12T10:12:36
mock-alu,grt,5_1_grt,base-p0072,2,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,118.50999999999999,056a6c028a08354f062d,0.81,2026-09-12T10:12:36
mock-alu,grt,5_1_grt,base-p0072,3,setup_hold,84.3,0.08,1400,1214,-297.59,-287.187,342,119.37,056a6c028a08354f062d,0.84,2026-09-12T10:17:36
mock-alu,grt,5_1_grt,base-p0072,3,post_grt_wns,0.94,,1,0,-290.939,-290.939,137,119.37,056a6c028a08354f062d,0.84,2026-09-12T10:17:36
mock-alu,grt,5_1_grt,base-p0073,1,setup_hold,84.16,0.07,1400,1236,-297.465,-289.678,337,119.5,b9f4b40a47d33a773970,0.92,2026-09-12T12:19:11
mock-alu,grt,5_1_grt,base-p0073,1,post_grt_wns,0.87,,1,0,-292.756,-292.756,137,119.5,b9f4b40a47d33a773970,0.92,2026-09-12T12:19:11
mock-alu,grt,5_1_grt,base-p0073,2,setup_hold,84.47,0.08,1400,1236,-297.465,-289.678,337,120.5,b9f4b40a47d33a773970,0.89,2026-09-12T12:24:57
mock-alu,grt,5_1_grt,base-p0073,2,post_grt_wns,0.89,,1,0,-292.756,-292.756,137,120.5,b9f4b40a47d33a773970,0.89,2026-09-12T12:24:57
mock-alu,grt,5_1_grt,base-p0073,3,setup_hold,84.65,0.08,1400,1236,-297.465,-289.678,337,119.82,b9f4b40a47d33a773970,0.94,2026-09-12T12:29:57
mock-alu,grt,5_1_grt,base-p0073,3,post_grt_wns,0.87,,1,0,-292.756,-292.756,137,119.82,b9f4b40a47d33a773970,0.94,2026-09-12T12:29:57
mock-alu,grt,5_1_grt,base-p0074,1,setup_hold,83.35,0.08,1400,1214,-297.59,-287.187,342,118.86,056a6c028a08354f062d,0.93,2026-09-12T15:01:42
mock-alu,grt,5_1_grt,base-p0074,1,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,118.86,056a6c028a08354f062d,0.93,2026-09-12T15:01:42
mock-alu,grt,5_1_grt,base-p0074,2,setup_hold,83.48,0.08,1400,1214,-297.59,-287.187,342,119.07,056a6c028a08354f062d,0.93,2026-09-12T15:06:57
mock-alu,grt,5_1_grt,base-p0074,2,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,119.07,056a6c028a08354f062d,0.93,2026-09-12T15:06:57
mock-alu,grt,5_1_grt,base-p0074,3,setup_hold,83.52,0.08,1400,1214,-297.59,-287.187,342,119.18,056a6c028a08354f062d,0.78,2026-09-12T15:12:11
mock-alu,grt,5_1_grt,base-p0074,3,post_grt_wns,0.87,,1,0,-290.939,-290.939,137,119.18,056a6c028a08354f062d,0.78,2026-09-12T15:12:11
mock-alu,grt,5_1_grt,base-p0074v2,1,setup_hold,83.2,0.07,1400,1214,-297.59,-287.187,342,118.08,056a6c028a08354f062d,0.83,2026-09-12T19:01:08
mock-alu,grt,5_1_grt,base-p0074v2,1,post_grt_wns,0.86,,1,0,-290.939,-290.939,137,118.08,056a6c028a08354f062d,0.83,2026-09-12T19:01:08
mock-alu,grt,5_1_grt,base-prof,1,setup_hold,89.2,0.07,1400,1214,-297.59,-287.187,342,124.34,056a6c028a08354f062d,0.91,2026-09-11T00:29:29
mock-alu,grt,5_1_grt,base-prof,1,post_grt_wns,0.88,,1,0,-290.939,-290.939,137,124.34,056a6c028a08354f062d,0.91,2026-09-11T00:29:29
mock-alu,grt,5_1_grt,base-prof,2,setup_hold,90.0,0.08,1400,1214,-297.59,-287.187,342,125.29,056a6c028a08354f062d,0.99,2026-09-11T05:58:25
mock-alu,grt,5_1_grt,base-prof,2,post_grt_wns,0.83,,1,0,-290.939,-290.939,137,125.29,056a6c028a08354f062d,0.99,2026-09-11T05:58:25
mock-alu,grt,5_1_grt,base-prof,3,setup_hold,89.7,0.08,1400,1214,-297.59,-287.187,342,125.04,056a6c028a08354f062d,0.99,2026-09-11T06:03:31
mock-alu,grt,5_1_grt,base-prof,3,post_grt_wns,0.89,,1,0,-290.939,-290.939,137,125.04,056a6c028a08354f062d,0.99,2026-09-11T06:03:31
mock-alu,grt,5_1_grt,noclone-prof,1,setup_hold,87.62,0.08,1385,1188,-297.59,-290.079,342,123.19,f946ebbfc22bb906a3b7,0.91,2026-09-11T06:54:37
mock-alu,grt,5_1_grt,noclone-prof,1,post_grt_wns,0.94,,1,0,-291.268,-291.268,137,123.19,f946ebbfc22bb906a3b7,0.91,2026-09-11T06:54:37
mock-alu,grt,5_1_grt,noclone-prof,2,setup_hold,87.07,0.08,1385,1188,-297.59,-290.079,342,122.6,f946ebbfc22bb906a3b7,0.99,2026-09-11T06:59:40
mock-alu,grt,5_1_grt,noclone-prof,2,post_grt_wns,0.91,,1,0,-291.268,-291.268,137,122.6,f946ebbfc22bb906a3b7,0.99,2026-09-11T06:59:40
mock-alu,grt,5_1_grt,noclone-prof,3,setup_hold,85.89,0.08,1385,1188,-297.59,-290.079,342,121.03,f946ebbfc22bb906a3b7,0.81,2026-09-11T07:04:57
mock-alu,grt,5_1_grt,noclone-prof,3,post_grt_wns,0.89,,1,0,-291.268,-291.268,137,121.03,f946ebbfc22bb906a3b7,0.81,2026-09-11T07:04:57
mock-alu,grt,5_1_grt,nogasp-prof,1,setup_hold,77.48,0.08,1252,1214,-297.59,-287.187,342,112.99000000000001,0b855d25c3146c692a04,0.94,2026-09-11T06:39:32
mock-alu,grt,5_1_grt,nogasp-prof,1,post_grt_wns,0.9,,1,0,-290.939,-290.939,137,112.99000000000001,0b855d25c3146c692a04,0.94,2026-09-11T06:39:32
mock-alu,grt,5_1_grt,nogasp-prof,2,setup_hold,77.35,0.08,1252,1214,-297.59,-287.187,342,112.75999999999999,0b855d25c3146c692a04,0.80,2026-09-11T06:44:40
mock-alu,grt,5_1_grt,nogasp-prof,2,post_grt_wns,0.94,,1,0,-290.939,-290.939,137,112.75999999999999,0b855d25c3146c692a04,0.80,2026-09-11T06:44:40
mock-alu,grt,5_1_grt,nogasp-prof,3,setup_hold,77.19,0.08,1252,1214,-297.59,-287.187,342,112.39,0b855d25c3146c692a04,0.94,2026-09-11T06:49:33
mock-alu,grt,5_1_grt,nogasp-prof,3,post_grt_wns,0.85,,1,0,-290.939,-290.939,137,112.39,0b855d25c3146c692a04,0.94,2026-09-11T06:49:33
mock-alu,grt,5_1_grt,nopostwns-prof,1,setup_hold,89.8,0.08,1400,1214,-297.59,-287.187,342,124.18,9d8d679c2d34fae6ff75,0.96,2026-09-11T15:05:54
mock-alu,grt,5_1_grt,nopostwns-prof,2,setup_hold,89.61,0.08,1400,1214,-297.59,-287.187,342,124.41,9d8d679c2d34fae6ff75,0.88,2026-09-11T15:10:59
mock-alu,grt,5_1_grt,nopostwns-prof,3,setup_hold,89.12,0.08,1400,1214,-297.59,-287.187,342,123.73,f3777c85f5b0bd32c9e5,0.79,2026-09-11T15:16:33
mock-alu,grt,5_1_grt,nounbuf-prof,1,setup_hold,87.69,0.08,1376,1176,-297.59,-289.769,342,123.32,de0534be491b6f4c59e7,0.92,2026-09-11T07:10:00
mock-alu,grt,5_1_grt,nounbuf-prof,1,post_grt_wns,0.9,,1,0,-291.898,-291.898,137,123.32,de0534be491b6f4c59e7,0.92,2026-09-11T07:10:00
mock-alu,grt,5_1_grt,nounbuf-prof,2,setup_hold,87.08,0.08,1376,1176,-297.59,-289.769,342,121.99,de0534be491b6f4c59e7,0.83,2026-09-11T07:15:03
mock-alu,grt,5_1_grt,nounbuf-prof,2,post_grt_wns,0.91,,1,0,-291.898,-291.898,137,121.99,de0534be491b6f4c59e7,0.83,2026-09-11T07:15:03
mock-alu,grt,5_1_grt,nounbuf-prof,3,setup_hold,89.22,0.08,1376,1176,-297.59,-289.769,342,124.7,de0534be491b6f4c59e7,0.95,2026-09-11T07:20:23
mock-alu,grt,5_1_grt,nounbuf-prof,3,post_grt_wns,0.95,,1,0,-291.898,-291.898,137,124.7,de0534be491b6f4c59e7,0.95,2026-09-11T07:20:23
mock-alu,grt,5_1_grt,tns20-prof,1,setup_hold,117.23,0.08,1074,75,-297.59,-287.187,342,152.38,f370c4c080e23991782a,0.85,2026-09-11T06:09:19
mock-alu,grt,5_1_grt,tns20-prof,1,post_grt_wns,0.91,,1,0,-290.939,-290.939,271,152.38,f370c4c080e23991782a,0.85,2026-09-11T06:09:19
mock-alu,grt,5_1_grt,tns20-prof,2,setup_hold,117.79,0.08,1074,75,-297.59,-287.187,342,153.29,f370c4c080e23991782a,0.89,2026-09-11T06:14:53
